cino,act
DLST010075752017,2257
DLST010075752017,2248
DLST010074882019,2290
DLST010074882019,2247
DLST010074882019,2257
DLST010074882019,2260
DLST010074882019,2388
DLST010074882019,2232
DLST010074882019,2233
DLST010074882019,1659
DLST010074882019,5644
DLST010070842017,1654
DLST010070842017,2246
DLST010070842017,2256
DLST010070842017,2248
DLST010070842017,2504
DLST010058462019,2224
DLST010058462019,2225
DLST010058462019,1652
DLST010026702015,1654
DLST010010172014,2224
DLST010010172014,1652
DLST010012572015,2227
DLST010012572015,2247
DLST010012572015,2260
DLST010012572015,2223
DLST010012572015,1537
DLST010012572015,2230
DLST010012572015,1666
DLST010036422016,2256
DLST010036422016,2290
DLST010036422016,2248
DLST010036422016,2221
DLST010036422016,2233
DLST010036422016,2246
DLST010036422016,1654
DLST010026182019,1654
DLST010022642016,2247
DLST010022642016,2227
DLST010022642016,2232
DLST010022642016,2243
DLST010022642016,1659
DLST010022642016,2222
DLST010022642016,1652
DLST010059202016,1652
DLST010059202016,2224
DLST010009382018,1537
DLST010009382018,2224
DLST010082092017,1666
DLST010082092017,2247
DLST010009782018,1654
DLST010009782018,2221
DLST010012702020,2225
DLST010012702020,2252
DLST010012702020,2409
DLST010012702020,1537
DLST010028962019,1537
DLST010013262019,1537
DLST010013262019,2224
DLST010001502014,1659
DLST010001502014,2260
DLST010001502014,2231
DLST010001502014,2274
DLST010001502014,2288
DLST010001502014,2232
DLST010043762018,1654
DLST010019362019,1537
DLST010019362019,2224
DLST010019362019,5645
DLST010019362019,5646
DLST010065482018,1537
DLST010009392018,1651
DLST010009392018,2210
DLST010009392018,2260
DLST010009392018,2231
DLST010009392018,2225
DLST010009392018,2252
DLST010009392018,2235
DLST010009392018,2233
DLST010004012016,1537
DLST010016002019,1666
DLST010016002019,2519
DLST010016002019,2247
DLST010055522018,1537
DLST010055522018,2223
DLST010055522018,2224
DLST010055522018,2225
DLST010055522018,2226
DLST010055522018,2324
DLST010055522018,2227
DLST010055522018,2232
DLST010080502017,1652
DLST010080502017,1654
DLST010080502017,5647
DLST010080502017,392
DLST010002712015,1537
DLST010013472019,2521
DLST010013472019,1537
DLST010013472019,2409
DLST010013472019,2231
DLST010079112018,1652
DLST010009822014,1652
DLST010054492019,1659
DLST010010482016,1537
DLST010055532018,1659
DLST010055532018,2247
DLST010002422013,1654
DLST010002422013,1666
DLST010002422013,1659
DLST010002422013,2246
DLST010002422013,2221
DLST010002422013,2290
DLST010002422013,2232
DLST010002422013,2231
DLST010002422013,2247
DLST010002422013,2257
DLST010002422013,2248
DLST010052492016,2224
DLST010052492016,1537
DLST010052492016,5648
DLST010053232016,2224
DLST010053232016,1537
DLST010031622019,2224
DLST010031622019,2225
DLST010031622019,2421
DLST010031622019,2232
DLST010031622019,1537
DLST010031622019,2223
DLST010075902017,1659
DLST010075902017,2243
DLST010075902017,2246
DLST010075902017,1654
DLST010075902017,2247
DLST010075902017,2256
DLST010075902017,2221
DLST010075902017,2290
DLST010075902017,2260
DLST010075902017,2248
DLST010075902017,2232
DLST010015502017,1654
DLST010029722019,2523
DLST010029722019,1652
DLST010029722019,2222
DLST010017812019,2248
DLST010017812019,2232
DLST010017812019,2260
DLST010017812019,2316
DLST010017812019,2233
DLST010017812019,1654
DLST010077372017,1654
DLST010067132018,1537
DLST010067132018,2225
DLST010067132018,5649
DLST010067132018,5650
DLST010077042019,2247
DLST010077042019,2256
DLST010077042019,2232
DLST010077042019,1666
DLST010077042019,1654
DLST010017352015,1652
DLST010017352015,5651
DLST010040002019,2225
DLST010040002019,2224
DLST010040002019,2405
DLST010041382019,2424
DLST010041382019,1537
DLST010041382019,2527
DLST010021512019,1659
DLST010021512019,2247
DLST010000372014,2223
DLST010000372014,5652
DLST010003212014,2241
DLST010003212014,2232
DLST010003212014,1652
DLST010003212014,5653
DLST010003212014,5654
DLST010070792017,1654
DLST010070792017,1659
DLST010022952018,1652
DLST010022952018,2224
DLST010063422019,1659
DLST010063422019,1654
DLST010001912013,1537
DLST010006902015,1652
DLST010006902015,2237
DLST010006902015,2292
DLST010006902015,2232
DLST010075522018,1654
DLST010058712019,1652
DLST010000622018,1537
DLST010000622018,2224
DLST010002122013,1659
DLST010002122013,1652
DLST010002122013,5655
DLST010002122013,5656
DLST010000172017,1654
DLST010038622017,2241
DLST010038622017,1652
DLST010094832017,1659
DLST010094832017,2247
DLST010025512015,2223
DLST010025512015,1537
DLST010025512015,2227
DLST010025512015,2232
DLST010005842020,2260
DLST010005842020,2225
DLST010005842020,2252
DLST010005842020,2224
DLST010005842020,2232
DLST010005842020,1537
DLST010005842020,1651
DLNE010035592018,1533
DLNE010006232018,1
DLNE010006232018,1529
DLNE010034112019,1533
DLNE010004912020,4
DLNE010004912020,63
DLNE010004912020,1
DLNE010004912020,9
DLNE010004912020,1529
DLNE010065822016,20
DLNE010065822016,75
DLNE010065822016,1530
DLNE010029902019,1534
DLNE010029372019,1533
DLNE010048912018,1529
DLNE010026182019,1534
DLNE010037812018,1529
DLNE010030262019,1530
DLNE010049152016,63
DLNE010049152016,1
DLNE010049152016,1529
DLNE010043982019,11
DLNE010043982019,10
DLNE010043982019,1540
DLNE010005592015,2176
DLNE010005592015,1529
DLNE010005152014,34
DLNE010005152014,1533
DLNE010042182019,1
DLNE010042182019,4
DLNE010042182019,22
DLNE010042182019,620
DLNE010042182019,9
DLNE010042182019,1534
DLNE010046562019,20
DLNE010046562019,2
DLNE010046562019,1533
DLNE010001992013,2178
DLNE010001992013,1529
DLNE010038062018,1533
DLNE010038062018,1535
DLNE010005852020,11
DLNE010005852020,1540
DLNE010014402019,1533
DLNE010041882019,1
DLNE010041882019,2
DLNE010041882019,1534
DLNE010059632016,4
DLNE010059632016,1
DLNE010059632016,1529
DLNE010032032018,1529
DLNE010003632018,4
DLNE010003632018,1533
DLNE010050402016,4
DLNE010050402016,1
DLNE010050402016,1529
DLNE010021202019,1529
DLNE010099012016,11
DLNE010099012016,1540
DLNE010005782019,1530
DLNE010006392015,2172
DLNE010006392015,1529
DLNE010000022014,2175
DLNE010000022014,1540
DLNE010014922018,20
DLNE010014922018,1533
DLNE010001502020,1
DLNE010001502020,2
DLNE010001502020,1529
DLNE010032232019,1533
DLNE010029942019,1529
DLNE010037612018,1530
DLNE010037612018,11
DLNE010034432018,1529
DLNE010030222019,1529
DLNE010029952019,1529
DLNE010031492019,1529
DLNE010023052019,1529
DLNE010004102019,1529
DLNE010050042018,1529
DLNE010104372016,45
DLNE010104372016,1533
DLNE010043182019,8
DLNE010043182019,2
DLNE010043182019,1534
DLNE010027712019,1529
DLNE010027622018,20
DLNE010027622018,1533
DLNE010029432019,1530
DLNE010030532019,1533
DLNE010013912018,11
DLNE010013912018,1530
DLNE010057132016,11
DLNE010057132016,10
DLNE010057132016,1533
DLNE010029742019,1529
DLNE010039122019,4
DLNE010039122019,1
DLNE010039122019,1529
DLNE010006762020,98
DLNE010006762020,1529
DLNE010043602019,20
DLNE010043602019,10
DLNE010043602019,4
DLNE010043602019,1
DLNE010043602019,2
DLNE010043602019,1529
DLNE010043602019,1540
DLNE010005562015,2172
DLNE010005562015,1529
DLNE010026372019,1533
DLNE010068382016,12
DLNE010068382016,1530
DLNE010050972018,1529
DLNE010035632019,20
DLNE010035632019,10
DLNE010035632019,1540
DLNE010036562019,1
DLNE010036562019,20
DLNE010036562019,45
DLNE010036562019,2
DLNE010036562019,1529
DLNE010036562019,1540
DLNE010002672018,11
DLNE010002672018,1540
DLNE010023002018,20
DLNE010023002018,1533
DLNE010039642018,1
DLNE010039642018,1534
DLNE010017812019,1539
DLNE010017502018,1
DLNE010017502018,1529
DLNE010021602018,12
DLNE010021602018,1530
DLNE010018382019,1540
DLNE010004112019,1529
DLNE010029492019,1529
DLNE010004182019,1529
DLNE010013652018,20
DLNE010013652018,1533
DLNE010000212014,2176
DLNE010000212014,1529
DLNE010029982019,1533
DLNE010052662016,11
DLNE010052662016,325
DLNE010052662016,1533
DLNE010064252016,20
DLNE010064252016,1533
DLNE010030272019,1530
DLNE010007222018,20
DLNE010007222018,1533
DLNE010018912019,1529
DLNE010016552016,1
DLNE010016552016,2
DLNE010016552016,1529
DLNE010003792020,20
DLNE010003792020,1533
DLNE010043712018,1540
DLNE010038672018,1534
DLNE010005572019,1533
DLNE010005462019,1529
DLNE010004892019,2534
DLNE010001182020,11
DLNE010001182020,10
DLNE010001182020,1
DLNE010001182020,1529
DLNE010044872018,1533
DLNE010029442019,1534
DLNE010035662018,1529
DLNE010028992019,1530
DLNE010034572018,1529
DLNE010039212018,1529
DLNE010039212018,1533
DLNE010000802018,4
DLNE010000802018,1529
DLNE010029212019,1533
DLNE010024932018,1
DLNE010024932018,1529
DLNE010029122019,1534
DLNE010044732019,4
DLNE010044732019,1
DLNE010044732019,2
DLNE010044732019,1529
DLNE010088222016,1
DLNE010088222016,1540
DLNE010105122016,11
DLNE010105122016,1533
DLNE010009462015,34
DLNE010009462015,1529
DLNE010064432016,1
DLNE010064432016,4
DLNE010064432016,1534
DLNE010000432015,2182
DLNE010000432015,1529
DLNE010029142019,1533
DLNE010017532018,20
DLNE010017532018,1533
DLNE010079102016,20
DLNE010079102016,12
DLNE010079102016,1530
DLNE010000022018,20
DLNE010000022018,1540
DLNE010001332014,2172
DLNE010001332014,1
DLNE010001332014,1529
DLNE010017682019,1530
DLNE010107272016,1
DLNE010107272016,1529
DLNE010016852019,1540
DLNE010006352015,2175
DLNE010006352015,1530
DLNE010029882019,1529
DLNE010039992018,1534
DLNE010047282019,4
DLNE010047282019,34
DLNE010047282019,11
DLNE010047282019,1533
DLNE010081902016,1
DLNE010081902016,2535
DLNE010081902016,1529
DLNE010050092018,1533
DLNE010029402019,1529
DLNE010062192016,1
DLNE010062192016,2
DLNE010062192016,1534
DLNE010032362018,1533
DLNE010035162018,1529
DLNE010000462020,11
DLNE010000462020,12
DLNE010000462020,2
DLNE010000462020,45
DLNE010000462020,9
DLNE010000462020,1530
DLNE010066642016,1
DLNE010066642016,20
DLNE010066642016,1540
DLNE010048032016,1
DLNE010048032016,4
DLNE010048032016,1529
DLNE010045632019,4
DLNE010045632019,22
DLNE010045632019,1
DLNE010045632019,9
DLNE010045632019,1529
DLNE010001862015,2182
DLNE010001862015,1529
DLNE010029412019,1533
DLNE010043932018,1529
DLNE010034582018,1540
DLNE010030792019,1540
DLNE010027952019,1530
DLNE010029002019,1533
DLNE010043942018,1533
DLNE010030182019,1530
DLNE010094502016,1
DLNE010094502016,1529
DLNE010029762019,1529
DLNE010002972018,8
DLNE010002972018,1529
DLNE010039952018,1530
DLNE010089402016,20
DLNE010089402016,48
DLNE010089402016,45
DLNE010089402016,75
DLNE010089402016,12
DLNE010089402016,1530
DLNE010032352018,1533
DLNE010006162019,1529
DLNE010073232016,1
DLNE010073232016,1529
DLNE010012042019,1540
DLNE010007002015,2172
DLNE010007002015,1529
DLNE010046572019,4
DLNE010046572019,1540
DLNE010034362019,1540
DLNE010041632019,4
DLNE010041632019,1
DLNE010041632019,2
DLNE010041632019,1529
DLNE010032762019,1529
DLNE010001602015,2175
DLNE010001602015,1533
DLNE010029242019,1529
DLNE010017242018,20
DLNE010017242018,1533
DLNE010047812018,1533
DLNE010041972018,1529
DLNE010022442019,1533
DLNE010091922016,12
DLNE010091922016,1530
DLNE010015802018,1
DLNE010015802018,1529
DLNE010099512016,20
DLNE010099512016,1533
DLNE010012372019,1529
DLNE010029392019,1529
DLNE010001172020,1
DLNE010001172020,4
DLNE010001172020,63
DLNE010001172020,1529
DLNE010057882016,20
DLNE010057882016,1540
DLNE010009192015,2172
DLNE010009192015,1529
DLNE010024212019,1530
DLNE010014682019,1530
DLNE010039202018,1530
DLNE010009342019,1529
DLNE010044232018,1530
DLNE010044822018,1529
DLNE010066812016,1
DLNE010066812016,1534
DLNE010009292018,1
DLNE010009292018,1529
DLNE010029852019,1530
DLNE010025912019,1540
DLNE010024712015,1
DLNE010024712015,2
DLNE010024712015,1529
DLNE010036192019,20
DLNE010036192019,2
DLNE010036192019,1533
DLNE010036192019,1530
DLNE010005522015,2172
DLNE010005522015,1529
DLNE010054562018,1529
DLNE010040722019,2178
DLNE010040722019,10
DLNE010040722019,12
DLNE010040722019,2
DLNE010040722019,9
DLNE010040722019,1530
DLNE010043362019,20
DLNE010043362019,22
DLNE010043362019,1533
DLNE010035582019,4
DLNE010035582019,1
DLNE010035582019,1529
DLNE010039812019,1
DLNE010039812019,1529
DLNE010010732019,1529
DLNE010010732019,117
DLNE010029382019,1529
DLNE010083232016,11
DLNE010083232016,1540
DLNE010029812018,20
DLNE010029812018,1540
DLNE010029222019,1529
DLNE010029892019,1529
DLNE010046402018,1529
DLNE010005552014,2172
DLNE010005552014,1529
DLNE010021522019,1540
DLNE010049332019,4
DLNE010049332019,1
DLNE010049332019,1529
DLNE010005372014,2172
DLNE010005372014,1529
DLNE010017322019,1530
DLNE010043592019,4
DLNE010043592019,1
DLNE010043592019,8
DLNE010043592019,1529
DLNE010046632019,20
DLNE010046632019,12
DLNE010046632019,2
DLNE010046632019,1530
DLNE010044222018,1534
DLNE010053382016,20
DLNE010053382016,12
DLNE010053382016,1533
DLNE010030152018,1
DLNE010030152018,20
DLNE010030152018,11
DLNE010030152018,1529
DLNE010053272018,1529
DLNE010017832019,1529
DLNE010008302019,1534
DLNE010048002019,75
DLNE010048002019,1530
DLNE010097152016,1
DLNE010097152016,1529
DLNE010047202018,1534
DLNE010019762018,1
DLNE010019762018,1529
DLNE010048142019,18
DLNE010048142019,9
DLNE010048142019,1529
DLNE010005072014,34
DLNE010005072014,1
DLNE010005072014,1529
DLNE010019962019,2536
DLNE010002442019,1529
DLNE010035652018,1530
DLNE010048232019,4
DLNE010048232019,1
DLNE010048232019,1529
DLNE010029132019,1533
DLNE010032652019,1533
DLNE010016472018,20
DLNE010016472018,1530
DLNE010002302015,2172
DLNE010002302015,1
DLNE010002302015,259
DLNE010002302015,1529
DLNE010006152015,2172
DLNE010006152015,1534
DLNE010080272016,4
DLNE010080272016,1
DLNE010080272016,2
DLNE010080272016,1534
DLNE010031502019,1529
DLNE010030052019,1540
DLNE010001012015,2172
DLNE010001012015,1529
DLNE010003352013,2176
DLNE010003352013,1529
DLNE010052812018,1529
DLNE010027902018,11
DLNE010027902018,1540
DLNE010038472018,1533
DLNE010032892018,1530
DLNE010091052016,4
DLNE010091052016,1529
DLNE010107122016,1
DLNE010107122016,1529
DLNE010008372020,4
DLNE010008372020,1
DLNE010008372020,2
DLNE010008372020,1529
DLNE010048242019,10
DLNE010048242019,45
DLNE010048242019,9
DLNE010048242019,1530
DLNE010047652018,1529
DLNE010035162019,8
DLNE010035162019,2
DLNE010035162019,1
DLNE010035162019,1529
DLNE010045472019,8
DLNE010045472019,2
DLNE010045472019,1534
DLNE010034832019,1529
DLNE010032512018,1533
DLNE010025632019,1530
DLNE010036182019,20
DLNE010036182019,10
DLNE010036182019,1540
DLNE010102952016,1
DLNE010102952016,1540
DLNE010012282018,1
DLNE010012282018,1529
DLNE010051672018,1533
DLNE010039482016,4
DLNE010039482016,1
DLNE010039482016,1529
DLNE010014512019,1533
DLNE010090452016,45
DLNE010090452016,1
DLNE010090452016,1534
DLNE010078022016,2537
DLNE010078022016,12
DLNE010078022016,1530
DLNE010018702019,1540
DLNE010030212019,1533
DLNE010019902019,1540
DLNE010035232016,1
DLNE010035232016,1529
DLNE010019382018,75
DLNE010019382018,1533
DLNE010079932016,4
DLNE010079932016,10
DLNE010079932016,1
DLNE010079932016,1540
DLNE010003402019,1533
DLNE010032612016,1
DLNE010032612016,1529
DLNE010025372016,2538
DLNE010025372016,11
DLNE010025372016,10
DLNE010025372016,1540
DLNE010029732018,22
DLNE010029732018,10
DLNE010029732018,1
DLNE010029732018,2
DLNE010029732018,1529
DLNE010030942019,1529
DLNE010029712019,1534
DLNE010031792019,1533
DLNE010032842019,1533
DLNE010003542014,2172
DLNE010003542014,2539
DLNE010027282018,4
DLNE010027282018,63
DLNE010027282018,20
DLNE010027282018,1540
DLNE010029172019,1533
DLNE010029422019,1530
DLNE010033452018,1533
DLNE010046102019,1533
DLNE010046102019,1540
DLNE010090382016,1
DLNE010090382016,1529
DLNE010007322015,2182
DLNE010007322015,1529
DLNE010029572019,1529
DLNE010047572018,1533
DLNE010043792019,20
DLNE010043792019,11
DLNE010043792019,12
DLNE010043792019,75
DLNE010043792019,1533
DLNE010003722020,4
DLNE010003722020,1
DLNE010003722020,1529
DLNE010039112019,8
DLNE010039112019,4
DLNE010039112019,2
DLNE010039112019,45
DLNE010039112019,1529
DLNE010001062020,20
DLNE010001062020,11
DLNE010001062020,12
DLNE010001062020,75
DLNE010001062020,1533
DLNE010029722019,1533
DLNE010027962019,1533
DLNE010010222019,1529
DLNE010036222019,20
DLNE010036222019,10
DLNE010036222019,9
DLNE010036222019,1530
DLNE010030832018,20
DLNE010030832018,12
DLNE010030832018,1540
DLNE010029652019,1530
DLNE010041842019,20
DLNE010041842019,11
DLNE010041842019,38
DLNE010041842019,37
DLNE010041842019,9
DLNE010041842019,1530
DLNE010028702016,1
DLNE010028702016,1534
DLNE010012462019,1533
DLNE010004682015,2172
DLNE010004682015,1534
DLNE010005102014,34
DLNE010005102014,1533
DLNE010015942018,1
DLNE010015942018,1529
DLNE010016552018,20
DLNE010016552018,1540
DLNE010001412014,2172
DLNE010001412014,1529
DLNE010029752019,1529
DLNE010003362013,2172
DLNE010003362013,1529
DLNE010007762019,1530
DLNE010004702019,1529
DLNE010002572015,2172
DLNE010002572015,1529
DLNE010050122018,1533
DLNE010001192020,1
DLNE010001192020,2
DLNE010001192020,620
DLNE010001192020,1529
DLNE010046622018,1529
DLNE010009002015,2172
DLNE010009002015,1540
DLNE010006582019,1534
DLNE010026132018,39
DLNE010026132018,20
DLNE010026132018,1533
DLNE010010212019,1529
DLNE010020802018,20
DLNE010020802018,1533
DLNE010011142018,1
DLNE010011142018,1529
DLNE010031902016,1
DLNE010031902016,1529
DLNE010100762016,1
DLNE010100762016,1529
DLNE010029662019,1530
DLNE010029932019,1529
DLNE010042602016,1
DLNE010042602016,2
DLNE010042602016,1529
DLNE010027052018,8
DLNE010027052018,1529
DLNE010042062019,20
DLNE010042062019,11
DLNE010042062019,75
DLNE010042062019,2
DLNE010042062019,12
DLNE010042062019,1533
DLNE010042062019,1530
DLNE010032032019,1529
DLNE010043372019,4
DLNE010043372019,45
DLNE010043372019,20
DLNE010043372019,1
DLNE010043372019,1534
DLNE010030432019,1533
DLNE010002832020,4
DLNE010002832020,18
DLNE010002832020,2
DLNE010002832020,9
DLNE010002832020,1529
DLNE010030252019,1530
DLNE010004112015,72
DLNE010004112015,1529
DLNE010050272016,34
DLNE010050272016,1
DLNE010050272016,1540
DLNE010055062016,4
DLNE010055062016,1
DLNE010055062016,22
DLNE010055062016,1529
DLNE010040322019,1814
DLNE010041422019,20
DLNE010041422019,1533
DLNE010041422019,1539
DLNE010004032020,2540
DLNE010004032020,1529
DLNE010030302019,1540
DLNE010044562019,11
DLNE010044562019,12
DLNE010044562019,75
DLNE010044562019,9
DLNE010044562019,1530
DLNE010029872019,1533
DLNE010003282018,1
DLNE010003282018,1529
DLNE010023092018,20
DLNE010023092018,1540
DLNE010013662018,1
DLNE010013662018,1529
DLNE010003352019,1529
DLNE010039982018,1540
DLNE010001202020,12
DLNE010001202020,2
DLNE010001202020,9
DLNE010001202020,1530
DLNE010029202019,1533
DLNE010031852019,1534
DLNE010045652019,4
DLNE010045652019,1
DLNE010045652019,1529
DLNE010088212016,1
DLNE010088212016,1540
DLNE010036152019,1
DLNE010036152019,1529
DLNE010033002018,1529
DLNE010002722014,2172
DLNE010002722014,1529
DLNE010001172019,1533
DLNE010000642019,1529
DLNE010002762014,2172
DLNE010002762014,1529
DLNE010014362016,1
DLNE010014362016,245
DLNE010014362016,4
DLNE010014362016,63
DLNE010014362016,1529
DLNE010018422019,1530
DLNE010051542018,732
DLNE010051542018,1529
DLNE010004362019,1540
DLNE010077712016,4
DLNE010077712016,63
DLNE010077712016,1529
DLNE010018402016,20
DLNE010018402016,10
DLNE010018402016,1
DLNE010018402016,1529
DLNE010047322019,11
DLNE010047322019,1
DLNE010047322019,1529
DLNE010047322019,1540
DLNE010043952018,1529
DLNE010002992020,1
DLNE010002992020,4
DLNE010002992020,63
DLNE010002992020,1529
DLNE010021042019,1529
DLNE010030652019,1533
DLNE010107512016,20
DLNE010107512016,1533
DLNE010006012019,1530
DLNE010030372019,1529
DLNE010009642015,303
DLNE010009642015,1529
DLNE010036832018,1529
DLNE010036682019,20
DLNE010036682019,11
DLNE010036682019,12
DLNE010036682019,75
DLNE010036682019,2
DLNE010036682019,1533
DLNE010036682019,1530
DLNE010015502016,1
DLNE010015502016,4
DLNE010015502016,63
DLNE010015502016,2
DLNE010015502016,1534
DLNE010023562018,12
DLNE010023562018,1530
DLNE010053262018,1533
DLNE010032502018,1530
DLNE010021422018,8
DLNE010021422018,1529
DLNE010008022016,1
DLNE010008022016,8
DLNE010008022016,111
DLNE010008022016,245
DLNE010008022016,2541
DLNE010008022016,1534
DLNE010021642018,12
DLNE010021642018,1530
DLNE010006002019,1530
DLNE010015162019,1533
DLNE010002562020,20
DLNE010002562020,11
DLNE010002562020,12
DLNE010002562020,2
DLNE010002562020,1530
DLNE010015272018,1
DLNE010015272018,1529
DLNE010035552019,254
DLNE010035552019,8
DLNE010035552019,4
DLNE010035552019,1529
DLNE010017882019,1529
DLNE010034562018,1530
DLNE010047672019,4
DLNE010047672019,34
DLNE010047672019,1
DLNE010047672019,1529
DLNE010040892019,4
DLNE010040892019,63
DLNE010040892019,1
DLNE010040892019,1534
DLNE010014902018,1
DLNE010014902018,1529
DLNE010007632018,8
DLNE010007632018,1529
DLNE010031412018,4
DLNE010031412018,63
DLNE010031412018,1
DLNE010031412018,1529
DLNE010033442018,1529
DLNE010021612018,4
DLNE010021612018,1529
DLNE010064262016,20
DLNE010064262016,1533
DLNE010022252018,1
DLNE010022252018,1534
DLNE010020572018,1
DLNE010020572018,1529
DLNE010043122018,1529
DLNE010041642019,1
DLNE010041642019,2
DLNE010041642019,12
DLNE010041642019,99
DLNE010041642019,9
DLNE010041642019,1529
DLNE010041642019,1539
DLNE010005982018,1
DLNE010005982018,1529
DLNE010049262019,45
DLNE010049262019,2
DLNE010049262019,75
DLNE010049262019,20
DLNE010049262019,12
DLNE010049262019,1530
DLNE010041072019,45
DLNE010041072019,39
DLNE010041072019,20
DLNE010041072019,2
DLNE010041072019,75
DLNE010041072019,9
DLNE010041072019,1533
DLNE010048252019,20
DLNE010048252019,11
DLNE010048252019,22
DLNE010048252019,2
DLNE010048252019,1540
DLNE010006612016,1
DLNE010006612016,2
DLNE010006612016,1529
DLNE010101612016,48
DLNE010101612016,1529
DLNE010095682016,4
DLNE010095682016,1534
DLNE010029192019,1533
DLNE010041872019,34
DLNE010041872019,45
DLNE010041872019,9
DLNE010041872019,1530
DLNE010030642019,1529
DLNE010030242019,1529
DLNE010033032019,1533
DLNE010044742019,4
DLNE010044742019,22
DLNE010044742019,63
DLNE010044742019,35
DLNE010044742019,18
DLNE010044742019,2
DLNE010044742019,1529
DLNE010000552020,4
DLNE010000552020,1
DLNE010000552020,1529
DLNE010040462018,1529
DLNE010034172019,1529
DLNE010001712014,2172
DLNE010001712014,1529
DLNE010032872018,1529
DLNE010034252018,1530
DLNE010040432016,1
DLNE010040432016,296
DLNE010040432016,1529
DLNE010019612019,1529
DLNE010019612019,1
DLNE010024952015,1
DLNE010024952015,2
DLNE010024952015,13
DLNE010024952015,1529
DLNE010013022019,1533
DLNE010027292019,1540
DLNE010044962019,4
DLNE010044962019,34
DLNE010044962019,20
DLNE010044962019,1540
DLNE010044962019,1530
DLNE010006272020,73
DLNE010006272020,39
DLNE010006272020,11
DLNE010006272020,9
DLNE010006272020,1533
DLNE010015542019,1540
DLNE010003372019,1530
DLNE010030112019,1529
DLNE010031832019,1533
DLNE010102412016,4
DLNE010102412016,254
DLNE010102412016,37
DLNE010102412016,1
DLNE010102412016,8
DLNE010102412016,128
DLNE010102412016,9
DLNE010102412016,1529
DLNE010037162019,20
DLNE010037162019,1533
DLNE010032162018,1529
DLNE010032162018,8
DLNE010015232016,4
DLNE010015232016,20
DLNE010015232016,22
DLNE010015232016,2
DLNE010015232016,1533
DLNE010005142014,2176
DLNE010005142014,1529
DLNE010040612019,1533
DLNE010029792019,1529
DLNE010046092019,18
DLNE010046092019,2
DLNE010046092019,9
DLNE010046092019,1529
DLNE010029182019,1533
DLNE010068802016,4
DLNE010068802016,1
DLNE010068802016,1529
DLNE010025872019,1529
DLNE010035642019,1529
DLNE010027872019,1529
DLNE010029052018,1
DLNE010029052018,1529
DLNE010015782018,1
DLNE010015782018,1529
DLNE010033912018,1529
DLNE010037532018,1530
DLNE010040192018,1540
DLNE010018142019,2534
DLNE010020782019,1530
DLNT010095482019,1
DLNT010095482019,2543
DLNT010091632017,1
DLNT010091632017,34
DLNT010091632017,4
DLNT010091632017,63
DLNT010091632017,2542
DLNT010055052019,20
DLNT010055052019,11
DLNT010055052019,12
DLNT010055052019,2
DLNT010055052019,2545
DLNT010006512013,2547
DLNT010006512013,34
DLNT010006512013,63
DLNT010006512013,2
DLNT010006512013,2548
DLNT010006512013,2542
DLNT010127242016,4
DLNT010127242016,63
DLNT010127242016,1
DLNT010127242016,2542
DLNT010000932017,45
DLNT010000932017,2
DLNT010000932017,75
DLNT010000932017,2545
DLNT010113932016,4
DLNT010113932016,1
DLNT010113932016,2542
DLNT010007902017,11
DLNT010007902017,2
DLNT010007902017,2544
DLNT010113152019,12
DLNT010113152019,75
DLNT010113152019,2545
DLNT010017382014,1
DLNT010017382014,2
DLNT010017382014,2548
DLNT010017382014,2542
DLNT010126972017,38
DLNT010126972017,12
DLNT010126972017,1
DLNT010126972017,2
DLNT010126972017,2542
DLNT010104422018,10
DLNT010104422018,45
DLNT010104422018,73
DLNT010104422018,75
DLNT010104422018,9
DLNT010104422018,2544
DLNT010026092019,20
DLNT010026092019,10
DLNT010026092019,2550
DLNT010004392015,2551
DLNT010004392015,4
DLNT010004392015,2548
DLNT010004392015,2543
DLNT010004392015,2550
DLNT010024252015,16
DLNT010024252015,728
DLNT010024252015,22
DLNT010024252015,2
DLNT010024252015,2548
DLNT010024252015,2550
DLNT010123722016,4
DLNT010123722016,63
DLNT010123722016,1
DLNT010123722016,2543
DLNT010137012016,1
DLNT010137012016,2542
DLNT010059462018,4
DLNT010059462018,63
DLNT010059462018,1
DLNT010059462018,2542
DLNT010005402014,12
DLNT010005402014,2
DLNT010005402014,75
DLNT010005402014,2548
DLNT010005402014,2545
DLNT010058392019,20
DLNT010058392019,22
DLNT010058392019,2550
DLNT010079272018,20
DLNT010079272018,10
DLNT010079272018,45
DLNT010079272018,75
DLNT010079272018,2544
DLNT010091162017,18
DLNT010091162017,12
DLNT010091162017,45
DLNT010091162017,620
DLNT010091162017,625
DLNT010091162017,2
DLNT010091162017,2543
DLNT010078702018,1
DLNT010078702018,2
DLNT010078702018,2543
DLNT010025632016,1
DLNT010025632016,11
DLNT010025632016,20
DLNT010025632016,2548
DLNT010025632016,2543
DLNT010114992016,4
DLNT010114992016,1
DLNT010114992016,2542
DLNT010125992019,4
DLNT010125992019,5
DLNT010125992019,1
DLNT010125992019,2542
DLNT010009652014,16
DLNT010009652014,2548
DLNT010009652014,2544
DLNT010086122017,4
DLNT010086122017,259
DLNT010086122017,2218
DLNT010086122017,2545
DLNT010052392017,10
DLNT010052392017,2550
DLNT010119112019,298
DLNT010119112019,350
DLNT010119112019,956
DLNT010119112019,2543
DLNT010092362017,39
DLNT010092362017,20
DLNT010092362017,2545
DLNT010047692019,1
DLNT010047692019,2
DLNT010047692019,2543
